student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,study_efficiency,health_score,engagement_score
S1783,20,1,3.0,2.3,0.0,0,66.0,7.5,1,2,1,1,9,0,77.9,0.9090909090909092,0.5277777777777778,0.5533333333333333
S1784,18,1,4.4,2.9,1.3,0,80.7,7.2,0,5,1,1,10,0,91.3,0.8461538461538461,0.851111111111111,0.6023333333333333
S1785,17,0,2.9,1.1,2.8,0,100.0,7.8,2,3,3,0,8,0,68.4,0.5918367346938775,0.4266666666666667,0.6666666666666666
S1786,23,1,4.1,2.6,2.4,0,77.3,6.9,1,2,0,0,9,0,85.3,0.6833333333333332,0.5077777777777778,0.5910000000000001
S1787,24,1,3.5,0.0,2.3,0,79.0,3.5,0,3,0,1,5,1,64.4,1.0606060606060606,0.6166666666666667,0.93
S1788,24,1,5.2,2.3,1.5,0,80.5,5.9,0,6,2,2,3,0,82.8,1.0833333333333335,0.8633333333333333,0.6016666666666667
S1789,23,1,3.4,0.5,0.4,0,72.9,7.9,0,4,0,1,4,0,78.0,1.7894736842105263,0.8188888888888889,0.5763333333333334
S1790,22,1,0.8,3.9,2.4,0,62.9,5.5,0,0,2,1,5,0,31.5,0.1095890410958904,0.5166666666666667,0.543
S1791,24,1,5.4,3.4,0.9,0,82.7,6.2,0,1,0,1,9,0,92.3,1.0188679245283019,0.5955555555555555,0.609
S1792,21,0,2.1,3.1,4.2,0,86.4,5.2,0,1,0,2,9,1,50.1,0.25301204819277107,0.5622222222222222,0.9546666666666667
S1793,20,0,2.5,4.3,2.4,0,84.5,8.6,0,3,2,1,3,0,49.4,0.32467532467532473,0.7866666666666666,0.615
S1794,17,0,2.6,1.4,1.2,0,83.6,8.5,2,5,0,0,7,0,80.3,0.7222222222222223,0.5611111111111111,0.612
S1795,23,1,5.6,4.6,1.1,0,85.4,5.4,1,5,3,2,6,1,89.7,0.8358208955223881,0.6244444444444445,0.9513333333333334
S1796,21,1,0.3,3.6,1.7,0,95.2,6.7,2,3,0,0,4,1,33.6,0.047619047619047616,0.38999999999999996,0.984
S1797,23,1,8.2,2.2,1.5,0,83.1,5.7,2,2,2,1,5,1,100.0,1.7446808510638296,0.3011111111111111,0.9436666666666667
S1798,17,0,5.1,3.9,3.0,0,79.3,7.2,1,1,0,0,10,0,90.6,0.6455696202531644,0.46222222222222226,0.5976666666666667
S1799,19,0,3.8,1.2,2.0,0,82.2,7.1,1,2,0,0,2,1,66.3,0.9047619047619047,0.5144444444444444,0.9406666666666667
S1800,17,1,3.4,1.5,1.0,0,90.8,7.5,1,4,0,2,7,1,86.1,0.9714285714285714,0.6388888888888888,0.9693333333333333
S1801,22,0,3.9,1.8,3.9,0,99.1,6.9,0,1,2,1,4,0,65.5,0.582089552238806,0.6188888888888889,0.6636666666666667
S1802,17,1,4.3,1.9,1.9,0,78.7,10.0,0,4,3,1,2,0,82.9,0.8958333333333334,0.8888888888888888,0.5956666666666667
S1803,17,0,4.5,1.2,2.6,0,86.0,5.3,1,0,0,1,6,1,76.3,0.9374999999999999,0.3433333333333333,0.9533333333333333
S1804,22,0,4.3,4.0,1.1,1,88.4,4.4,1,2,1,0,2,1,59.0,0.7049180327868853,0.42444444444444446,0.628
S1805,20,0,3.6,2.2,2.2,0,75.1,6.0,0,3,0,0,10,1,76.1,0.6666666666666666,0.7000000000000001,0.9169999999999999
S1806,24,0,3.2,2.9,2.1,0,85.2,4.6,1,1,0,1,2,1,40.3,0.5333333333333333,0.3755555555555555,0.9506666666666667
S1807,17,0,3.3,1.8,0.0,0,70.3,4.7,2,2,1,0,7,1,65.2,1.1785714285714286,0.2677777777777778,0.9009999999999999
S1808,22,1,3.2,0.3,4.0,1,67.3,5.3,1,3,1,1,1,0,43.9,0.6037735849056605,0.51,0.2243333333333333
S1809,21,0,5.2,2.8,3.2,0,88.7,5.4,1,0,0,1,7,1,89.5,0.7428571428571429,0.3466666666666667,0.9623333333333334
S1810,19,1,4.4,0.2,1.4,0,81.2,5.4,1,1,1,0,10,0,80.7,1.6923076923076927,0.4022222222222222,0.604
S1811,19,0,0.0,2.4,0.6,1,87.0,7.1,1,4,1,0,5,0,53.0,0.0,0.6255555555555555,0.29
S1812,17,0,4.5,0.9,2.2,0,84.8,5.9,1,0,0,1,1,0,70.6,1.0975609756097562,0.36333333333333334,0.616
S1813,20,0,3.8,4.9,1.9,0,75.2,6.3,2,5,1,0,6,0,65.5,0.4871794871794871,0.4877777777777778,0.584
S1814,20,1,3.5,3.6,2.2,0,84.5,7.6,0,3,1,0,7,0,75.1,0.5147058823529412,0.7533333333333333,0.615
S1815,21,0,2.9,2.6,2.0,0,72.7,5.6,2,1,2,1,1,0,43.5,0.5178571428571429,0.2422222222222222,0.5756666666666667
S1816,17,0,5.2,4.0,2.4,0,98.9,6.2,0,1,1,0,9,0,80.6,0.7027027027027027,0.5955555555555555,0.663
S1817,19,0,4.9,1.5,3.4,0,71.4,6.9,1,6,1,1,7,1,88.2,0.8305084745762712,0.73,0.9046666666666666
S1818,20,1,2.3,3.2,2.4,0,83.0,4.2,0,6,0,2,1,1,48.5,0.34848484848484845,0.8066666666666666,0.9433333333333334
S1819,17,1,4.1,2.7,0.6,0,74.6,3.6,0,0,0,1,3,0,67.3,0.9534883720930232,0.4533333333333333,0.582
S1820,23,1,2.0,2.8,3.3,0,90.7,6.9,0,1,2,2,5,0,50.7,0.28169014084507044,0.6188888888888889,0.6356666666666667
S1821,20,1,1.4,4.0,3.6,0,81.7,7.1,1,3,2,2,4,0,35.4,0.1627906976744186,0.57,0.6056666666666667
S1822,22,0,2.6,3.4,5.3,0,79.8,9.0,2,0,0,1,2,0,49.1,0.2680412371134021,0.3,0.5993333333333334
S1823,23,1,4.8,2.8,0.6,0,93.5,6.7,0,4,1,1,1,0,85.4,1.090909090909091,0.778888888888889,0.645
S1824,24,2,4.9,0.5,2.1,0,85.3,7.5,2,0,3,0,4,0,83.9,1.3611111111111112,0.25,0.6176666666666667
S1825,20,1,4.3,1.3,0.0,1,90.2,6.3,1,0,1,0,7,0,90.4,1.8695652173913044,0.37666666666666665,0.3006666666666667
S1826,19,1,4.6,2.4,2.4,0,75.2,6.9,2,4,1,1,4,0,87.8,0.793103448275862,0.45222222222222225,0.584
S1827,18,0,4.3,2.6,1.2,0,71.0,8.5,1,5,0,0,9,0,87.5,0.8958333333333334,0.7277777777777779,0.57
S1828,23,0,2.5,1.1,3.9,0,86.1,4.0,0,6,0,1,8,0,58.2,0.4166666666666667,0.7999999999999999,0.6203333333333333
S1829,24,0,4.1,5.4,0.9,0,81.8,7.0,2,3,3,1,8,1,73.2,0.5616438356164383,0.39999999999999997,0.9393333333333334
S1830,21,0,4.7,4.3,0.0,0,91.3,9.1,1,5,0,1,5,0,83.5,0.8867924528301887,0.7477777777777778,0.6376666666666666
S1831,21,0,4.6,3.2,1.3,0,84.2,6.8,2,5,1,0,1,1,77.6,0.8363636363636363,0.5044444444444444,0.9473333333333334
S1832,19,1,5.3,2.6,0.0,1,87.1,8.5,0,5,1,0,9,1,98.4,1.472222222222222,0.8944444444444445,0.6236666666666667
S1833,20,2,4.6,2.2,2.6,0,68.8,5.7,2,6,0,1,2,0,78.5,0.7931034482758619,0.5233333333333333,0.5626666666666666
S1834,17,2,4.0,1.4,0.0,1,100.0,6.5,0,2,1,2,6,1,81.1,1.6666666666666667,0.6611111111111111,0.6666666666666666
S1835,20,0,5.1,2.6,1.8,0,83.4,6.5,0,6,1,0,10,0,100.0,0.9444444444444443,0.8833333333333333,0.6113333333333334
S1836,19,1,3.5,2.8,0.0,0,92.0,3.8,0,5,3,2,5,1,58.7,0.9210526315789475,0.7377777777777778,0.9733333333333333
S1837,21,0,2.2,1.0,1.4,0,76.6,5.1,2,2,1,2,10,0,62.6,0.6470588235294118,0.2811111111111111,0.5886666666666667
S1838,20,1,3.3,2.9,3.6,0,88.1,5.2,0,4,0,0,8,1,60.3,0.44,0.7288888888888888,0.9603333333333333
S1839,21,1,2.4,2.3,2.2,0,72.0,7.5,1,6,2,0,3,0,63.9,0.43636363636363634,0.75,0.5733333333333334
S1840,23,1,2.5,0.2,0.9,1,89.5,7.5,1,3,1,1,6,1,80.0,1.1904761904761905,0.5833333333333334,0.6316666666666667
S1841,24,1,3.3,1.5,1.8,1,81.4,6.9,0,5,1,0,6,0,62.6,0.7674418604651163,0.8411111111111111,0.27133333333333337
S1842,17,0,2.3,2.0,1.8,0,85.3,7.5,0,1,0,0,10,0,71.4,0.47916666666666663,0.6388888888888888,0.6176666666666667
S1843,23,0,3.0,4.8,2.3,1,92.0,6.3,0,4,2,2,3,0,60.6,0.3703703703703704,0.7655555555555557,0.3066666666666667
S1844,21,0,0.7,3.2,0.3,1,72.7,7.9,0,2,1,1,7,1,47.2,0.15555555555555556,0.7077777777777777,0.5756666666666667
S1845,21,1,3.8,0.9,2.5,0,78.2,6.5,2,6,1,0,4,1,78.1,0.8636363636363635,0.5499999999999999,0.9273333333333333
S1846,18,1,3.5,3.1,0.0,0,89.6,6.6,0,3,0,1,5,1,75.5,0.853658536585366,0.7200000000000001,0.9653333333333333
S1847,18,1,2.3,0.6,1.1,0,100.0,6.2,0,0,0,1,9,0,73.5,0.8518518518518517,0.54,0.6666666666666666
S1848,23,2,4.5,3.8,1.3,0,83.6,7.3,0,3,1,2,6,0,74.6,0.7377049180327869,0.7433333333333333,0.612
S1849,22,1,4.9,1.9,2.5,0,90.9,6.0,0,3,0,0,10,0,98.7,0.9074074074074074,0.7000000000000001,0.6363333333333333
S1850,23,0,1.1,2.4,1.8,0,83.9,7.7,1,5,1,0,4,1,49.2,0.21153846153846154,0.7011111111111111,0.9463333333333334
S1851,18,0,2.4,4.1,0.3,0,100.0,5.1,2,5,0,1,8,0,67.4,0.4444444444444445,0.4477777777777778,0.6666666666666666
S1852,21,1,2.3,1.0,0.7,0,67.5,5.2,1,6,0,1,9,0,72.5,0.8518518518518517,0.6733333333333333,0.5583333333333333
S1853,19,0,2.1,0.8,2.0,0,85.9,7.3,1,6,2,1,10,1,68.4,0.5526315789473685,0.7433333333333333,0.953
S1854,23,0,4.7,1.8,1.7,0,68.7,6.4,0,2,1,0,5,0,70.0,1.0444444444444445,0.6577777777777778,0.5623333333333334
S1855,21,0,3.2,3.7,1.2,0,59.9,6.0,0,6,1,1,2,0,56.1,0.5423728813559322,0.8666666666666667,0.533
S1856,19,0,3.1,0.7,1.3,1,88.0,7.6,0,2,1,2,6,1,81.5,1.0333333333333334,0.6977777777777777,0.6266666666666666
S1857,19,1,0.5,0.0,2.6,1,86.4,5.8,2,5,2,2,8,1,45.0,0.1388888888888889,0.4711111111111111,0.6213333333333334
S1858,18,1,4.5,2.0,1.2,1,82.2,6.3,0,5,1,1,5,1,84.4,1.0714285714285714,0.8211111111111111,0.6073333333333334
S1859,23,0,1.6,3.2,1.7,0,83.9,8.2,1,1,1,1,1,0,36.8,0.2711864406779661,0.4955555555555555,0.613
S1860,20,0,3.6,3.9,4.2,0,100.0,8.3,2,1,1,2,8,1,65.6,0.39560439560439553,0.33222222222222225,1.0
S1861,17,1,3.9,1.9,0.2,0,82.4,8.4,0,4,0,2,9,1,93.5,1.2580645161290323,0.8355555555555556,0.9413333333333332
S1862,18,0,5.5,2.0,0.0,0,90.1,6.2,1,5,1,2,1,0,93.7,1.8333333333333333,0.6511111111111111,0.6336666666666666
S1863,18,0,1.5,3.9,2.7,0,78.5,8.0,1,0,1,2,8,1,42.3,0.19736842105263155,0.43333333333333335,0.9283333333333333
S1864,20,0,0.0,0.3,1.1,1,88.0,5.4,0,1,1,0,10,1,53.3,0.0,0.5688888888888889,0.6266666666666666
S1865,17,1,3.8,2.0,1.4,0,82.6,5.4,1,2,2,1,2,0,65.9,0.8636363636363635,0.4577777777777778,0.6086666666666667
S1866,21,0,6.2,2.7,0.9,0,80.9,3.7,0,3,0,1,4,1,87.9,1.3478260869565217,0.6233333333333334,0.9363333333333334
S1867,22,0,5.4,3.0,1.5,0,100.0,8.5,2,6,0,1,2,0,94.5,0.9818181818181819,0.6166666666666667,0.6666666666666666
S1868,23,1,3.8,1.9,3.6,0,96.8,5.5,0,6,2,1,2,0,77.8,0.5846153846153845,0.85,0.656
S1869,22,1,2.8,2.5,2.7,1,86.4,6.3,0,4,2,0,10,0,74.6,0.4516129032258064,0.7655555555555557,0.28800000000000003
S1870,21,2,4.7,0.0,2.7,1,62.0,5.4,1,1,1,1,3,0,67.5,1.2702702702702702,0.4022222222222222,0.20666666666666667
S1871,24,1,2.0,1.7,0.2,1,81.4,7.3,2,3,2,1,8,1,66.5,0.689655172413793,0.41,0.6046666666666667
S1872,18,0,4.2,3.0,0.5,0,100.0,6.0,0,3,3,0,4,0,78.4,0.9333333333333333,0.7000000000000001,0.6666666666666666
S1873,17,0,4.3,1.3,0.0,0,82.7,4.9,0,1,1,1,7,0,84.9,1.8695652173913044,0.5522222222222223,0.609
S1874,18,1,5.1,2.6,0.9,0,96.0,7.0,0,0,2,0,10,0,96.6,1.1333333333333333,0.5666666666666667,0.6533333333333333
S1875,19,0,7.6,3.0,2.9,0,99.4,4.8,2,0,1,1,3,0,100.0,1.1014492753623186,0.16,0.6646666666666667
S1876,18,1,4.1,2.1,2.4,0,87.2,5.5,0,4,1,1,10,0,83.1,0.7454545454545454,0.7388888888888889,0.624
S1877,18,0,2.7,2.7,1.6,0,76.6,4.0,1,0,1,0,3,0,36.9,0.5094339622641509,0.3,0.5886666666666667
S1878,21,1,3.5,1.3,1.8,1,60.6,4.8,0,4,0,1,2,0,60.0,0.853658536585366,0.7155555555555555,0.20199999999999999
S1879,21,0,0.8,2.3,1.0,0,91.8,6.7,0,2,1,2,6,0,44.3,0.186046511627907,0.6677777777777778,0.6393333333333333
S1880,21,1,2.5,3.2,2.0,0,76.9,4.1,0,1,0,1,6,0,41.6,0.4032258064516129,0.5255555555555556,0.5896666666666667
S1881,22,1,2.9,2.7,2.6,1,86.8,4.7,0,3,2,0,1,0,45.5,0.46031746031746024,0.6566666666666666,0.28933333333333333
S1882,19,2,2.7,1.8,0.0,0,72.5,6.5,0,4,0,2,7,0,68.2,0.9642857142857144,0.7722222222222221,0.5750000000000001
S1883,24,1,3.7,2.8,2.1,0,82.3,5.8,1,6,1,0,4,0,75.5,0.6271186440677966,0.6933333333333334,0.6076666666666667
S1884,24,0,2.3,3.4,2.8,0,85.3,8.9,1,0,2,1,3,0,40.9,0.3194444444444444,0.4633333333333334,0.6176666666666667
S1885,21,1,5.2,0.0,1.3,0,87.7,8.7,0,6,1,2,8,0,100.0,2.2608695652173916,0.9566666666666667,0.6256666666666667
S1886,17,0,3.5,3.9,2.6,0,73.9,5.5,0,4,1,1,2,1,65.6,0.4666666666666667,0.7388888888888889,0.9129999999999999
S1887,22,1,3.5,2.1,4.9,0,97.0,7.2,1,5,3,2,9,0,75.9,0.4375,0.6844444444444444,0.6566666666666666
S1888,20,2,3.0,3.0,1.7,1,79.0,7.4,0,4,0,1,8,1,69.8,0.5263157894736842,0.8022222222222223,0.5966666666666667
S1889,17,1,3.7,3.9,2.2,1,68.3,5.8,0,0,1,1,8,0,66.6,0.5211267605633803,0.5266666666666667,0.22766666666666666
S1890,23,1,4.7,0.9,1.0,1,83.9,4.7,0,5,1,0,3,0,84.5,1.620689655172414,0.7677777777777779,0.2796666666666667
S1891,23,1,2.2,1.6,2.0,1,85.3,6.5,1,5,1,0,4,1,65.6,0.47826086956521746,0.6611111111111111,0.6176666666666667
S1892,17,1,2.5,2.2,2.3,0,86.6,6.3,0,0,1,1,2,0,46.8,0.45454545454545453,0.5433333333333333,0.622
S1893,21,0,3.0,1.6,2.0,0,98.6,6.0,1,5,0,1,2,0,67.7,0.6521739130434783,0.6444444444444445,0.662
S1894,20,1,1.5,4.6,0.7,1,82.6,7.0,1,1,0,1,4,1,45.4,0.2380952380952381,0.45555555555555555,0.6086666666666667
S1895,20,0,2.3,1.5,2.0,0,83.8,5.6,0,3,0,0,6,0,57.0,0.5111111111111111,0.6866666666666666,0.6126666666666667
S1896,22,1,2.8,1.8,3.4,1,74.0,5.1,1,6,1,0,5,0,58.4,0.4516129032258065,0.6699999999999999,0.24666666666666667
S1897,20,1,4.8,2.7,2.3,0,93.2,6.6,1,1,1,1,1,1,70.8,0.7999999999999999,0.44222222222222224,0.9773333333333333
S1898,23,0,3.9,1.1,2.9,0,86.8,7.0,0,1,2,0,10,0,75.7,0.78,0.6222222222222222,0.6226666666666666
S1899,19,0,3.8,2.0,1.5,0,80.8,5.1,2,0,3,0,1,0,55.7,0.8444444444444444,0.17,0.6026666666666666
S1900,21,1,4.8,2.9,2.6,0,66.0,7.6,2,0,2,0,6,1,82.1,0.7384615384615384,0.25333333333333335,0.8866666666666667
S1901,20,1,3.3,2.1,2.1,0,99.4,4.4,0,6,1,1,3,1,71.4,0.6346153846153846,0.8133333333333334,0.9980000000000001
S1902,22,1,4.1,2.4,0.8,0,72.7,5.8,0,3,2,1,3,0,66.7,0.976190476190476,0.6933333333333334,0.5756666666666667
S1903,23,0,3.3,1.9,2.2,0,79.1,6.2,0,4,1,0,7,0,70.9,0.6470588235294118,0.7622222222222222,0.597
S1904,19,0,3.9,0.7,0.7,1,88.6,5.7,2,1,1,2,1,1,73.0,1.625,0.24555555555555555,0.6286666666666666
S1905,18,1,2.6,2.9,1.1,1,73.0,5.8,1,5,0,2,1,1,53.9,0.52,0.6377777777777778,0.5766666666666667
S1906,18,0,0.0,4.6,2.0,1,70.1,8.7,0,3,0,0,10,0,43.4,0.0,0.79,0.23366666666666666
S1907,19,0,3.3,2.5,2.1,0,63.8,5.5,0,1,1,0,3,0,55.4,0.5892857142857143,0.5722222222222223,0.5459999999999999
S1908,23,0,5.6,2.8,0.5,1,92.2,9.4,0,4,0,1,8,0,100.0,1.3023255813953487,0.8688888888888888,0.30733333333333335
S1909,22,0,4.9,3.3,3.0,0,79.5,7.0,0,5,0,0,1,0,71.8,0.6712328767123288,0.8444444444444444,0.5983333333333333
S1910,19,1,4.9,1.0,2.4,0,100.0,6.6,0,1,3,0,10,0,89.2,1.1136363636363635,0.6088888888888889,0.6666666666666666
S1911,21,1,5.4,4.5,1.0,0,75.1,7.1,0,2,3,1,4,0,83.9,0.8307692307692308,0.681111111111111,0.5836666666666667
S1912,21,1,3.6,2.7,0.1,0,75.8,9.5,2,6,1,0,9,0,89.1,0.9473684210526315,0.65,0.586
S1913,18,1,3.8,4.5,1.6,1,79.3,5.3,1,3,1,1,4,0,53.5,0.5352112676056338,0.51,0.2643333333333333
S1914,20,0,2.6,1.6,1.3,1,87.4,5.2,1,6,0,2,10,0,72.9,0.6666666666666666,0.6733333333333333,0.2913333333333334
S1915,22,0,3.0,4.7,1.9,0,80.3,5.6,0,0,1,0,8,0,61.0,0.39473684210526316,0.52,0.601
S1916,18,1,4.4,3.4,1.4,0,91.1,6.5,1,1,1,1,7,0,69.1,0.7586206896551724,0.4388888888888889,0.637
S1917,20,1,5.3,3.2,0.0,0,75.2,4.4,1,5,1,1,3,0,77.2,1.2619047619047619,0.5911111111111111,0.584
S1918,20,1,3.3,2.8,1.4,1,71.2,6.5,2,5,0,0,7,0,71.9,0.6346153846153847,0.49444444444444446,0.23733333333333337
S1919,24,0,2.8,2.2,1.5,0,67.0,8.5,1,3,1,1,7,1,74.7,0.5957446808510638,0.6166666666666667,0.89
S1920,21,1,3.5,3.9,2.5,1,62.8,6.7,1,3,3,1,10,0,74.5,0.47297297297297297,0.5566666666666666,0.20933333333333334
S1921,23,0,4.4,2.7,1.0,0,79.8,6.1,0,6,3,0,3,0,85.4,0.9361702127659575,0.87,0.5993333333333334
S1922,17,1,1.3,0.1,3.6,0,82.0,5.8,2,5,2,0,2,1,44.3,0.2765957446808511,0.4711111111111111,0.94
S1923,23,1,0.1,1.2,0.0,0,78.7,7.6,2,5,1,1,9,0,53.4,0.045454545454545456,0.5311111111111111,0.5956666666666667
S1924,17,2,2.7,2.3,3.2,1,97.4,5.5,2,5,0,0,1,1,57.4,0.4153846153846154,0.4611111111111111,0.658
S1925,19,2,1.7,2.9,1.6,1,97.3,8.7,1,1,3,1,7,0,53.6,0.3090909090909091,0.5122222222222222,0.3243333333333333
S1926,21,1,2.7,2.4,2.7,0,81.7,8.8,0,5,1,1,4,1,58.8,0.4426229508196722,0.9044444444444445,0.9390000000000001
S1927,20,0,3.3,4.0,1.9,0,67.1,6.8,1,0,0,1,2,0,43.5,0.47826086956521735,0.3933333333333333,0.5569999999999999
S1928,22,0,2.8,0.2,3.1,0,79.3,6.5,1,5,1,0,2,0,65.6,0.6511627906976744,0.6611111111111111,0.5976666666666667
S1929,17,0,5.7,2.7,1.4,0,79.0,7.7,1,0,2,0,8,1,89.8,1.1176470588235294,0.42333333333333334,0.93
S1930,23,1,4.0,0.3,0.6,0,78.4,7.8,1,1,2,1,7,0,89.5,2.1052631578947367,0.4822222222222223,0.5946666666666667
S1931,20,0,4.0,3.4,3.4,1,78.0,5.5,2,3,0,0,7,1,68.8,0.5128205128205128,0.35000000000000003,0.5933333333333334
S1932,17,0,4.4,2.4,1.7,0,78.5,5.9,0,0,0,0,5,0,76.8,0.8627450980392158,0.53,0.5950000000000001
S1933,17,0,1.8,3.0,2.0,0,81.1,4.9,1,1,1,0,10,0,47.5,0.3,0.3855555555555556,0.6036666666666667
S1934,24,1,5.1,1.5,3.2,0,78.6,7.0,2,5,1,2,8,1,89.3,0.894736842105263,0.5111111111111111,0.9286666666666666
S1935,17,1,3.4,4.0,0.7,1,87.1,7.3,2,1,2,1,2,0,62.0,0.5964912280701754,0.29888888888888887,0.29033333333333333
S1936,22,1,4.5,3.8,2.5,0,88.6,4.9,1,5,0,0,2,1,66.1,0.6164383561643836,0.6077777777777779,0.9620000000000001
S1937,21,0,1.9,3.2,1.2,0,75.9,6.0,1,6,0,1,5,0,41.7,0.3518518518518518,0.7000000000000001,0.5863333333333333
S1938,22,1,1.2,2.3,1.7,0,97.7,4.9,0,1,1,2,1,0,28.0,0.24,0.5522222222222223,0.6589999999999999
S1939,18,0,4.7,3.2,1.9,0,75.2,5.4,1,3,3,1,6,0,71.0,0.7704918032786886,0.5133333333333333,0.584
S1940,20,2,4.1,1.7,0.1,1,68.8,7.2,1,0,2,0,4,0,67.5,1.464285714285714,0.4066666666666667,0.2293333333333333
S1941,21,1,2.1,3.5,0.9,0,88.8,5.6,0,6,1,1,6,0,63.4,0.3888888888888889,0.8533333333333334,0.6293333333333333
S1942,24,0,2.2,4.5,3.3,0,76.8,6.1,2,3,1,1,7,0,50.2,0.25,0.36999999999999994,0.5893333333333334
S1943,21,1,5.2,3.8,2.8,0,88.2,4.5,1,2,1,2,3,0,72.0,0.6842105263157895,0.42777777777777776,0.6273333333333334
S1944,21,0,1.7,1.6,1.7,0,61.0,6.7,0,5,0,1,8,1,67.9,0.3953488372093023,0.8344444444444444,0.87
S1945,23,1,6.0,2.9,2.1,1,98.9,6.4,2,0,3,0,7,0,100.0,1.0,0.21333333333333335,0.3296666666666667
S1946,21,0,2.1,0.9,1.5,0,91.7,5.6,0,3,0,1,1,1,55.0,0.6176470588235294,0.6866666666666666,0.9723333333333333
S1947,24,0,4.5,3.2,3.3,1,70.0,6.3,1,0,1,1,6,1,59.9,0.6,0.37666666666666665,0.5666666666666667
S1948,22,0,3.0,3.0,1.6,0,70.2,6.7,0,2,2,1,7,0,63.2,0.5357142857142857,0.6677777777777778,0.5673333333333334
S1949,21,0,4.4,0.3,2.1,0,100.0,5.5,0,4,0,1,4,0,84.5,1.2941176470588236,0.7388888888888889,0.6666666666666666
S1950,19,0,2.7,1.1,3.1,0,77.6,4.7,0,5,1,0,2,0,50.8,0.5192307692307693,0.7677777777777779,0.592
S1951,20,0,3.3,2.2,0.9,0,76.7,8.7,1,5,0,2,10,0,94.0,0.8048780487804876,0.7344444444444443,0.589
S1952,21,0,3.6,2.1,3.5,1,62.3,5.7,2,1,1,0,9,0,65.6,0.5454545454545455,0.24555555555555555,0.20766666666666667
S1953,20,0,2.0,1.0,0.1,0,81.5,6.4,0,5,1,0,7,0,61.7,0.9523809523809523,0.8244444444444445,0.605
S1954,19,1,4.6,3.0,3.6,0,82.7,7.7,1,5,2,1,1,1,66.0,0.6052631578947368,0.7011111111111111,0.9423333333333334
S1955,19,0,2.7,2.8,1.4,1,92.2,10.0,2,3,1,0,8,0,86.9,0.5192307692307694,0.5,0.30733333333333335
S1956,20,0,3.2,2.3,1.5,0,71.0,5.0,1,6,1,1,3,0,59.6,0.6666666666666667,0.6666666666666666,0.57
S1957,17,0,2.0,1.6,0.0,0,69.8,7.0,1,5,1,0,4,0,49.1,0.7692307692307692,0.6777777777777777,0.566
S1958,18,1,0.0,3.8,1.3,1,89.5,5.7,1,5,1,0,5,0,31.1,0.0,0.6344444444444445,0.29833333333333334
S1959,23,0,3.2,4.5,0.7,0,95.1,5.9,0,2,2,1,1,0,45.7,0.5161290322580645,0.6411111111111111,0.6503333333333333
S1960,17,1,7.1,1.9,1.1,1,69.3,5.6,1,6,1,0,6,0,100.0,1.775,0.6866666666666666,0.23099999999999998
S1961,17,0,4.7,1.8,1.6,0,95.8,5.1,1,2,2,1,10,0,81.1,1.0681818181818181,0.4477777777777778,0.6526666666666666
S1962,22,1,3.5,3.1,2.9,1,85.4,6.5,1,0,2,0,6,0,55.1,0.5,0.3833333333333333,0.2846666666666667
S1963,23,0,3.1,2.1,2.0,0,95.9,4.7,2,0,1,1,2,0,53.3,0.607843137254902,0.15666666666666668,0.653
S1964,23,2,3.5,2.3,2.1,0,84.3,7.6,1,5,1,2,10,1,89.1,0.6481481481481481,0.6977777777777777,0.9476666666666667
S1965,17,1,4.3,3.4,0.6,0,59.8,6.6,0,5,2,0,6,1,77.3,0.86,0.831111111111111,0.866
S1966,21,2,1.7,0.2,0.8,0,83.5,7.0,2,1,1,1,8,1,56.4,0.85,0.28888888888888886,0.945
S1967,22,1,5.2,4.1,3.8,0,95.6,5.9,0,0,3,1,6,0,76.1,0.5842696629213484,0.53,0.652
S1968,22,0,4.6,2.6,1.0,0,76.1,6.1,1,3,1,0,4,0,74.6,1.0,0.5366666666666666,0.587
S1969,19,0,4.6,2.0,3.6,1,81.1,6.8,0,5,0,0,4,0,83.0,0.6969696969696969,0.8377777777777777,0.2703333333333333
S1970,24,0,4.2,2.4,1.5,0,83.2,5.1,0,3,0,0,9,1,85.9,0.8571428571428571,0.6699999999999999,0.944
S1971,23,0,3.5,2.5,1.8,0,56.0,6.1,1,5,1,0,6,0,64.5,0.6603773584905661,0.6477777777777778,0.52
S1972,17,0,4.5,0.4,3.0,0,100.0,5.5,0,3,1,1,8,0,91.9,1.0227272727272727,0.6833333333333332,0.6666666666666666
S1973,19,1,4.4,4.3,3.2,0,76.0,5.4,1,4,2,1,8,0,74.6,0.5176470588235295,0.5688888888888889,0.5866666666666667
S1974,20,1,3.0,2.5,1.7,0,90.1,4.0,0,3,0,2,7,0,70.9,0.5769230769230769,0.6333333333333333,0.6336666666666666
S1975,18,0,2.6,3.0,1.4,0,84.1,8.1,0,6,0,0,3,0,66.7,0.48148148148148145,0.9366666666666666,0.6136666666666667
S1976,24,0,3.7,3.6,1.7,0,97.6,5.7,1,0,0,1,10,1,77.4,0.5873015873015873,0.3566666666666667,0.992
S1977,24,0,5.8,1.3,2.2,1,89.1,7.9,1,5,1,0,1,1,99.0,1.2888888888888888,0.7077777777777778,0.6303333333333333
S1978,24,0,1.6,3.1,2.8,0,82.7,7.8,0,0,0,1,5,1,43.5,0.23188405797101452,0.5933333333333334,0.9423333333333334
